S3_LOG_BUCKET_OWNER,S3_LOG_BUCKET,S3_LOG_DATETIME,S3_LOG_IP,S3_LOG_REQUESTOR_ID,S3_LOG_REQUEST_ID,S3_LOG_OPERATION,S3_LOG_KEY,S3_LOG_HTTP_METHOD_URI_PROTO,S3_LOG_HTTP_STATUS,S3_LOG_S3_ERROR,S3_LOG_BYTES_SENT,S3_LOG_OBJECT_SIZE,S3_LOG_TOTAL_TIME,S3_LOG_TURN_AROUND_TIME,S3_LOG_REFERER,S3_LOG_USER_AGENT
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BKYYWBRZZ72KMV,REST.GET.OBJECT,chunk_size_16777216.h5/test/270,GET /chunk_size_16777216.h5/test/270 HTTP/1.1,200,-,16777216,16777216,14418,133,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BNE7A0TQKZW6S8,REST.GET.OBJECT,chunk_size_16777216.h5/test/10,GET /chunk_size_16777216.h5/test/10 HTTP/1.1,200,-,16777216,16777216,7692,120,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BNPK60DT3XBCSG,REST.GET.OBJECT,chunk_size_16777216.h5/test/96,GET /chunk_size_16777216.h5/test/96 HTTP/1.1,200,-,16777216,16777216,5937,98,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BSY0DEMRXNDRWZ,REST.GET.OBJECT,chunk_size_16777216.h5/test/396,GET /chunk_size_16777216.h5/test/396 HTTP/1.1,200,-,16777216,16777216,12868,115,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BTTX7QPXWEEHG7,REST.GET.OBJECT,chunk_size_16777216.h5/test/166,GET /chunk_size_16777216.h5/test/166 HTTP/1.1,200,-,16777216,16777216,14277,83,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BVWDXJWY4E4HPX,REST.GET.OBJECT,chunk_size_16777216.h5/test/1,GET /chunk_size_16777216.h5/test/1 HTTP/1.1,200,-,16777216,16777216,6789,76,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BW217BQKBEQ2BT,REST.GET.OBJECT,chunk_size_16777216.h5/test/354,GET /chunk_size_16777216.h5/test/354 HTTP/1.1,200,-,16777216,16777216,16328,136,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BWDDQJBZVNS8X6,REST.GET.OBJECT,chunk_size_16777216.h5/test/419,GET /chunk_size_16777216.h5/test/419 HTTP/1.1,200,-,16777216,16777216,7031,135,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BYN4H24Y555FC2,REST.GET.OBJECT,chunk_size_16777216.h5/test/357,GET /chunk_size_16777216.h5/test/357 HTTP/1.1,200,-,16777216,16777216,11002,188,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BG7BG1E9Y33X3R,REST.GET.OBJECT,chunk_size_16777216.h5/test/480,GET /chunk_size_16777216.h5/test/480 HTTP/1.1,200,-,16777216,16777216,13399,112,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BG8Q04WEY2AZVG,REST.GET.OBJECT,chunk_size_16777216.h5/test/110,GET /chunk_size_16777216.h5/test/110 HTTP/1.1,200,-,16777216,16777216,6391,104,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BGDD5JFCQZH7DG,REST.GET.OBJECT,chunk_size_16777216.h5/test/266,GET /chunk_size_16777216.h5/test/266 HTTP/1.1,200,-,16777216,16777216,7963,126,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BH25CKENCYSWZT,REST.GET.OBJECT,chunk_size_16777216.h5/test/352,GET /chunk_size_16777216.h5/test/352 HTTP/1.1,200,-,16777216,16777216,8690,150,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BJS6JSKBD6MC6K,REST.GET.OBJECT,chunk_size_16777216.h5/test/68,GET /chunk_size_16777216.h5/test/68 HTTP/1.1,200,-,16777216,16777216,9478,96,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BNQJH6XN1Y6G7S,REST.GET.OBJECT,chunk_size_16777216.h5/test/141,GET /chunk_size_16777216.h5/test/141 HTTP/1.1,200,-,16777216,16777216,14495,97,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BQSNMBAG008E68,REST.GET.OBJECT,chunk_size_16777216.h5/test/385,GET /chunk_size_16777216.h5/test/385 HTTP/1.1,200,-,16777216,16777216,6985,135,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BQVDWYY59CAVB0,REST.GET.OBJECT,chunk_size_16777216.h5/test/143,GET /chunk_size_16777216.h5/test/143 HTTP/1.1,200,-,16777216,16777216,15304,101,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BTQ4Y3CCACJ7W2,REST.GET.OBJECT,chunk_size_16777216.h5/test/232,GET /chunk_size_16777216.h5/test/232 HTTP/1.1,200,-,16777216,16777216,9001,127,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BTXMRDZHYDH52Q,REST.GET.OBJECT,chunk_size_16777216.h5/test/423,GET /chunk_size_16777216.h5/test/423 HTTP/1.1,200,-,16777216,16777216,12988,128,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BW1Z47Z1S7BH33,REST.GET.OBJECT,chunk_size_16777216.h5/test/230,GET /chunk_size_16777216.h5/test/230 HTTP/1.1,200,-,16777216,16777216,8561,116,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BYC1A41PXV8A6W,REST.GET.OBJECT,chunk_size_16777216.h5/test/233,GET /chunk_size_16777216.h5/test/233 HTTP/1.1,200,-,16777216,16777216,5438,90,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BZCYFEFK1PTZ6V,REST.GET.OBJECT,chunk_size_16777216.h5/test/13,GET /chunk_size_16777216.h5/test/13 HTTP/1.1,200,-,16777216,16777216,12470,97,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BZGM7X6ZCCXZ3H,REST.GET.OBJECT,chunk_size_16777216.h5/test/263,GET /chunk_size_16777216.h5/test/263 HTTP/1.1,200,-,16777216,16777216,6854,151,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BG4HT1V58RP7PV,REST.GET.OBJECT,chunk_size_16777216.h5/test/135,GET /chunk_size_16777216.h5/test/135 HTTP/1.1,200,-,16777216,16777216,16799,118,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BH28B480EE96RV,REST.GET.OBJECT,chunk_size_16777216.h5/test/41,GET /chunk_size_16777216.h5/test/41 HTTP/1.1,200,-,16777216,16777216,7068,87,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BK4CFNAFJMP8W1,REST.GET.OBJECT,chunk_size_16777216.h5/test/365,GET /chunk_size_16777216.h5/test/365 HTTP/1.1,200,-,16777216,16777216,13890,92,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BKS9HX5WWPDM3M,REST.GET.OBJECT,chunk_size_16777216.h5/test/72,GET /chunk_size_16777216.h5/test/72 HTTP/1.1,200,-,16777216,16777216,6516,131,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BKVNZB0ZX9YMY5,REST.GET.OBJECT,chunk_size_16777216.h5/test/224,GET /chunk_size_16777216.h5/test/224 HTTP/1.1,200,-,16777216,16777216,8004,131,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BP3YJJXXKWEFYP,REST.GET.OBJECT,chunk_size_16777216.h5/test/425,GET /chunk_size_16777216.h5/test/425 HTTP/1.1,200,-,16777216,16777216,15123,133,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BRSM0FRZC6PERG,REST.GET.OBJECT,chunk_size_16777216.h5/test/75,GET /chunk_size_16777216.h5/test/75 HTTP/1.1,200,-,16777216,16777216,7680,111,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BS97A4FC85539D,REST.GET.OBJECT,chunk_size_16777216.h5/test/267,GET /chunk_size_16777216.h5/test/267 HTTP/1.1,200,-,16777216,16777216,10885,147,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BVSFBZXQNPY05W,REST.GET.OBJECT,chunk_size_16777216.h5/test/456,GET /chunk_size_16777216.h5/test/456 HTTP/1.1,200,-,16777216,16777216,13414,93,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BWMW7KWCYFQKKJ,REST.GET.OBJECT,chunk_size_16777216.h5/test/397,GET /chunk_size_16777216.h5/test/397 HTTP/1.1,200,-,16777216,16777216,10978,116,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BX80NM4PA2KHM8,REST.GET.OBJECT,chunk_size_16777216.h5/test/329,GET /chunk_size_16777216.h5/test/329 HTTP/1.1,200,-,16777216,16777216,10636,110,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BXAX38WMVGRKJR,REST.GET.OBJECT,chunk_size_16777216.h5/test/390,GET /chunk_size_16777216.h5/test/390 HTTP/1.1,200,-,16777216,16777216,11660,100,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BYY6DXJEY5KJWC,REST.GET.OBJECT,chunk_size_16777216.h5/test/449,GET /chunk_size_16777216.h5/test/449 HTTP/1.1,200,-,16777216,16777216,8750,126,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:54 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,4T21GG8ZFTJW2ZPB,REST.GET.OBJECT,chunk_size_16777216.h5/test/358,GET /chunk_size_16777216.h5/test/358 HTTP/1.1,200,-,16777216,16777216,9353,149,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BGXT2F7JKE7X66,REST.GET.OBJECT,chunk_size_16777216.h5/test/139,GET /chunk_size_16777216.h5/test/139 HTTP/1.1,200,-,16777216,16777216,7135,109,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BH5PZP9H4ZX5ZX,REST.GET.OBJECT,chunk_size_16777216.h5/test/138,GET /chunk_size_16777216.h5/test/138 HTTP/1.1,200,-,16777216,16777216,10332,134,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BHRFTMZKGHKD9P,REST.GET.OBJECT,chunk_size_16777216.h5/test/268,GET /chunk_size_16777216.h5/test/268 HTTP/1.1,200,-,16777216,16777216,9566,78,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BMDFDSBG0K1E49,REST.GET.OBJECT,chunk_size_16777216.h5/test/398,GET /chunk_size_16777216.h5/test/398 HTTP/1.1,200,-,16777216,16777216,12415,104,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BP8BZMCJ2Z5AXH,REST.GET.OBJECT,chunk_size_16777216.h5/test/79,GET /chunk_size_16777216.h5/test/79 HTTP/1.1,200,-,16777216,16777216,11064,162,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BQ33TQF9P4PA2M,REST.GET.OBJECT,chunk_size_16777216.h5/test/128,GET /chunk_size_16777216.h5/test/128 HTTP/1.1,200,-,16777216,16777216,4644,140,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BQZFWP6YQ2G0ZH,REST.GET.OBJECT,chunk_size_16777216.h5/test/194,GET /chunk_size_16777216.h5/test/194 HTTP/1.1,200,-,16777216,16777216,6189,136,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BX43BENK9FJW0C,REST.GET.OBJECT,chunk_size_16777216.h5/test/47,GET /chunk_size_16777216.h5/test/47 HTTP/1.1,200,-,16777216,16777216,7162,161,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BJ9DCC6YSC13SS,REST.GET.OBJECT,chunk_size_16777216.h5/test/35,GET /chunk_size_16777216.h5/test/35 HTTP/1.1,200,-,16777216,16777216,8691,146,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BKJASASNWCX1Z8,REST.GET.OBJECT,chunk_size_16777216.h5/test/71,GET /chunk_size_16777216.h5/test/71 HTTP/1.1,200,-,16777216,16777216,11252,143,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BMN9RMNH75HXW4,REST.GET.OBJECT,chunk_size_16777216.h5/test/392,GET /chunk_size_16777216.h5/test/392 HTTP/1.1,200,-,16777216,16777216,12156,72,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BP699EY9G01DB2,REST.GET.OBJECT,chunk_size_16777216.h5/test/70,GET /chunk_size_16777216.h5/test/70 HTTP/1.1,200,-,16777216,16777216,7092,100,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BPKJEVXXZG56Q4,REST.GET.OBJECT,chunk_size_16777216.h5/test/457,GET /chunk_size_16777216.h5/test/457 HTTP/1.1,200,-,16777216,16777216,9846,105,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
82172df641c1b7c5a72bed79ee595d6ed5881337ab996b58fcf04f4e87e720f0,hyperslab-test,14/Sep/2022:18:27:53 +0000,164.107.119.245,arn:aws:iam::286405721330:user/jiang.2091,98BQMKG6ZQNH2ZZD,REST.GET.OBJECT,chunk_size_16777216.h5/test/259,GET /chunk_size_16777216.h5/test/259 HTTP/1.1,200,-,16777216,16777216,8638,101,-,aws-sdk-cpp/1.9.269 Linux/4.15.0-191-generic x86_64 GCC/6.5.0
